repo_url,repo_name,pr_url,author,title,matching_js_test_files,matched_terms,found_test_keywords,found_async_keywords,total_async_keywords_count,files_changed_in_pr,lines_changed_in_pr,total_test_files,files_with_test_and_async,created_at,merged_at,async_keywords_breakdown,files_async_counts
https://api.github.com/repos/DataDog/dd-trace-js,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4523,juan-fernandez,[test-visibility] Improve debugging of cypress flaky test,integration-tests/cypress/cypress.spec.js,flaky test,describe(;it(,async;promise,8,1,16,1,1,2024-07-17T16:07:14Z,2024-07-18T09:13:15Z,promise:4;async:4,integration-tests/cypress/cypress.spec.js:8
https://api.github.com/repos/NEARBuilders/gateway,NEARBuilders/gateway,https://github.com/NEARBuilders/gateway/pull/478,elliotBraem,Fix flaky tests,playwright-tests/tests/activity.spec.js;playwright-tests/tests/landing-page.spec.js;playwright-tests/tests/project.spec.js,flaky test,describe(;test(,async;promise,61,9,126,3,3,2024-07-17T20:10:01Z,2024-07-17T21:19:03Z,promise:4;async:57,playwright-tests/tests/activity.spec.js:30;playwright-tests/tests/landing-page.spec.js:17;playwright-tests/tests/project.spec.js:14
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25786,hjetpoluru,fix: Fixed flaky test 24645,test/e2e/run-e2e-test.js;test/e2e/tests/network/add-custom-network.spec.js,flaky test,describe(;it(,async;promise,38,2,19,2,2,2024-07-11T20:21:13Z,2024-07-17T13:53:49Z,promise:0;async:38,test/e2e/run-e2e-test.js:3;test/e2e/tests/network/add-custom-network.spec.js:35
https://api.github.com/repos/DataDog/dd-trace-js,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4513,juan-fernandez,[test-visibility] Add support for flaky test retries for vitest,integration-tests/vitest/vitest.spec.js,flaky test,describe(;it(,async,13,6,168,2,1,2024-07-15T15:37:27Z,2024-07-17T07:11:22Z,promise:0;async:4,integration-tests/vitest/vitest.spec.js:4
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25854,seaona,fix: flaky test `ERC721 NFTs testdapp interaction`,test/e2e/tests/tokens/nft/erc721-interaction.spec.js,flaky test,describe(;it(,async,14,1,122,1,1,2024-07-16T11:20:05Z,2024-07-16T14:14:58Z,promise:0;async:14,test/e2e/tests/tokens/nft/erc721-interaction.spec.js:14
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25774,hjetpoluru,Chore: cherry pick PR for flaky test vault-decrypt,test/e2e/vault-decryption-chrome.spec.js,flaky test,describe(;it(,async;promise,7,2,7,1,1,2024-07-11T15:28:50Z,2024-07-11T16:26:00Z,promise:2;async:5,test/e2e/vault-decryption-chrome.spec.js:7
https://api.github.com/repos/DataDog/dd-trace-js,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4504,juan-fernandez,[test-visibility] Add flaky test retries for playwright,integration-tests/ci-visibility/playwright-tests-automatic-retry/automatic-retry-test.js;integration-tests/playwright/playwright.spec.js,flaky test,describe(;it(;test(,async;promise,7,4,151,2,2,2024-07-11T10:27:47Z,2024-07-11T13:22:48Z,promise:1;async:6,integration-tests/ci-visibility/playwright-tests-automatic-retry/automatic-retry-test.js:2;integration-tests/playwright/playwright.spec.js:5
https://api.github.com/repos/parse-community/parse-server,parse-community/parse-server,https://github.com/parse-community/parse-server/pull/9235,dplewis,ci: Fix flaky direct access transaction tests,spec/ParseServerRESTController.spec.js,flaky test,describe(;it(,async;promise,24,1,43,1,1,2024-07-20T14:09:45Z,2024-07-21T10:11:03Z,promise:0;async:24,spec/ParseServerRESTController.spec.js:24
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26082,montelaidev,fix: flaky BTC e2e tests,test/e2e/flask/btc/btc-account-overview.spec.ts;test/e2e/flask/btc/btc-dapp-connection.spec.ts;test/e2e/flask/btc/create-btc-account.spec.ts,flaky test,describe(;it(,async,14,6,216,3,3,2024-07-24T09:24:27Z,2024-07-26T12:23:20Z,promise:0;async:14,test/e2e/flask/btc/btc-account-overview.spec.ts:2;test/e2e/flask/btc/btc-dapp-connection.spec.ts:2;test/e2e/flask/btc/create-btc-account.spec.ts:10
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25945,seaona,fix: mitigate race condition and flakiness for delete metametrics test,test/e2e/tests/metrics/delete-metametrics-data.spec.ts,race condition,describe(;it(,async,7,1,10,1,1,2024-07-18T15:17:30Z,2024-07-18T16:33:27Z,promise:0;async:7,test/e2e/tests/metrics/delete-metametrics-data.spec.ts:7
https://api.github.com/repos/sveltejs/kit,sveltejs/kit,https://github.com/sveltejs/kit/pull/12487,benmccann,chore: fix flaky test,packages/kit/test/apps/basics/test/client.test.js,flaky test,describe(;it(;test(,async;promise,105,1,4,1,1,2024-07-22T15:30:04Z,2024-07-22T16:13:47Z,promise:20;async:85,packages/kit/test/apps/basics/test/client.test.js:105
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26062,hjetpoluru,fix: Flaky test `Account Custom Name..`,test/e2e/accounts/account-custom-name.spec.ts,flaky test,describe(;it(,async,2,1,5,1,1,2024-07-23T19:18:06Z,2024-07-24T22:04:36Z,promise:0;async:2,test/e2e/accounts/account-custom-name.spec.ts:2
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26039,seaona,fix: snap flakiness on `installSnapSimpleKeyring` function,test/e2e/accounts/create-snap-account.spec.ts,race condition,describe(;it(,async,6,2,12,1,1,2024-07-23T08:22:37Z,2024-07-24T20:27:06Z,promise:0;async:6,test/e2e/accounts/create-snap-account.spec.ts:6
https://api.github.com/repos/sveltejs/kit,sveltejs/kit,https://github.com/sveltejs/kit/pull/12493,benmccann,chore: fix another flaky test,packages/kit/test/apps/basics/test/test.js,flaky test,describe(;test(,async;promise,111,1,3,1,1,2024-07-23T21:52:00Z,2024-07-24T13:06:15Z,promise:9;async:102,packages/kit/test/apps/basics/test/test.js:111
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26049,seaona,fix: flaky test `Import flow @no-mmi Import wallet using Secret Recovery Phrase with pasting word by word`,ui/pages/onboarding-flow/welcome/welcome.test.js,race condition;flaky test,describe(;it(,async,1,3,38,1,1,2024-07-23T14:21:18Z,2024-07-23T16:32:36Z,promise:0;async:1,ui/pages/onboarding-flow/welcome/welcome.test.js:1
https://api.github.com/repos/sveltejs/kit,sveltejs/kit,https://github.com/sveltejs/kit/pull/12488,eltigerchino,chore: fix flaky download test,packages/kit/test/apps/basics/test/cross-platform/client.test.js,flaky test,describe(;test(,async;promise,74,1,14,1,1,2024-07-22T16:29:45Z,2024-07-23T21:32:30Z,promise:4;async:70,packages/kit/test/apps/basics/test/cross-platform/client.test.js:74
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25997,seaona,fix: `vault-decryption` test since the order of announcement modals changed,test/e2e/vault-decryption-chrome.spec.js,flaky test,describe(;it(,async;promise,7,1,14,1,1,2024-07-22T09:17:39Z,2024-07-22T10:17:51Z,promise:2;async:5,test/e2e/vault-decryption-chrome.spec.js:7
https://api.github.com/repos/DataDog/dd-trace-js,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4530,juan-fernandez,[test-visibility] Add flaky test retries to jest,integration-tests/jest/jest.spec.js,flaky test,describe(;it(,async;promise,7,5,132,1,1,2024-07-18T13:40:42Z,2024-07-22T07:03:03Z,promise:3;async:4,integration-tests/jest/jest.spec.js:7
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26111,hjetpoluru,fix: Flaky test `4byte setting `,test/e2e/tests/settings/4byte-directory.spec.js,flaky test,describe(;it(,async,4,1,5,1,1,2024-07-25T01:59:07Z,2024-07-26T14:57:39Z,promise:0;async:4,test/e2e/tests/settings/4byte-directory.spec.js:4
https://api.github.com/repos/mozilla/fxa,mozilla/fxa,https://github.com/mozilla/fxa/pull/17310,dschom,"task(auth,graphql,profile,admin): Make sure profile cache is cleared before sending profile update event.",packages/fxa-admin-server/src/backend/profile-client.service.spec.ts;packages/fxa-admin-server/src/gql/account/account.resolver.spec.ts;packages/fxa-auth-server/test/local/routes/account.js;packages/fxa-auth-server/test/local/routes/subscriptions/stripe.js;packages/fxa-auth-server/test/local/routes/totp.js;packages/fxa-graphql-api/src/gql/account.resolver.spec.ts,race condition,describe(;it(;test(,async;promise,296,19,259,6,6,2024-07-31T22:26:48Z,2024-08-30T16:13:57Z,promise:81;async:215,packages/fxa-admin-server/src/backend/profile-client.service.spec.ts:2;packages/fxa-admin-server/src/gql/account/account.resolver.spec.ts:35;packages/fxa-auth-server/test/local/routes/account.js:119;packages/fxa-auth-server/test/local/routes/subscriptions/stripe.js:82;packages/fxa-auth-server/test/local/routes/totp.js:4;packages/fxa-graphql-api/src/gql/account.resolver.spec.ts:54
https://api.github.com/repos/maizzle/framework,maizzle/framework,https://github.com/maizzle/framework/pull/1325,cossssmin,Update watcher,test/server.test.js,race condition,it(;test(,async,8,2,51,1,1,2024-07-31T16:25:39Z,2024-08-01T09:03:53Z,promise:0;async:8,test/server.test.js:8
https://api.github.com/repos/openedx/frontend-app-authoring,openedx/frontend-app-authoring,https://github.com/openedx/frontend-app-authoring/pull/1193,pomegranited,test: fix flaky library-authoring test [FC-0059],src/library-authoring/LibraryAuthoringPage.test.tsx,flaky test,describe(;it(,async;promise,13,1,5,1,1,2024-07-30T20:07:30Z,2024-07-30T20:33:24Z,promise:2;async:11,src/library-authoring/LibraryAuthoringPage.test.tsx:13
https://api.github.com/repos/holepunchto/hyperswarm-secret-stream,holepunchto/hyperswarm-secret-stream,https://github.com/holepunchto/hyperswarm-secret-stream/pull/36,HDegroote,Bugfix: setKeepAlive called before start race condition,test.js,race condition,it(;test(,async;promise,16,2,39,1,1,2024-07-28T11:31:50Z,2024-07-28T12:01:32Z,promise:12;async:4,test.js:16
